,Aff,Neg,Win
0,Mamaroneck MT,NSU AY,Aff
1,Poly Prep BB,Newark Tech BO,Aff
2,Pine Crest CT,Somerville MW,Neg
3,Pine Crest AE,Success Academy HSLA-MANHATTAN WO,Neg
4,BASIS DC PD,Mamaroneck MP,Neg
5,McDowell LJ,Fenway HM,Aff
6,Duke Ellington SO,Eleanor Roosevelt NM,Aff
7,Eliot Hine TT,Weequahic SG,Aff
8,Georgetown Day MX,Mamaroneck MK,Aff
9,Pine Crest GG,John D. O'Bryant School Of Mathematics And Science BM,Aff
10,Wylie E. Groves XC,NSU BL,Aff
11,Northstar Academy HS - Newark QY,BASIS DC MC,Aff
12,NSU AC,Newark Science OO,Neg
13,Eleanor Roosevelt AA,Boston Latin LL,Neg
14,Peninsula EW,AHS @PGCC MR,Aff
15,Bronx Science FC,Mamaroneck WR,Aff
16,Georgetown Day KN,Northstar Academy HS - Newark AM,Neg
17,Success Academy HSLA-MANHATTAN LP,Peninsula LL,Neg
18,Somerville CU,SWW DP,Neg
19,Weequahic GO,Somerville SK,Neg
20,Georgetown Day GG,Ruth Batson FN,Aff
21,Newark Science AO,Bronx Science OZ,Aff
22,BASIS DC AS,Calvert Hall SW,Neg
23,Mamaroneck SW,Peninsula KK,Neg
24,Bronx Science EK,Boston Latin PA,Aff
25,Poly Prep LB,Weequahic BH,Aff
26,Banneker GY,Forest Park AF,Aff
27,Banneker BM,SWW WP,Aff
28,Calvert Hall HT,BASIS DC TP,Aff
29,Somerville CM,Bronx Science AL,Aff
