,Aff,Neg,Win
0,St Paul Central WC,Solorio SM,Neg
1,Newark Science AO,Sonoma PM,Aff
2,Bronx Science EK,Berkeley Prep GN,Aff
3,Alpharetta IN,New Trier CS,Aff
4,Edina BT,Peninsula BY,Neg
5,Edina AC,Peninsula DK,Neg
6,Farmington KN,Mamaroneck WR,Aff
7,Baltimore City MW,Head-Royce DW,Neg
8,Ronald Reagan CD,Rosemount SR,Neg
9,Pace MG,Greenhill BH,Neg
10,Mamaroneck MS,Rosemount GM,Aff
11,Iowa City LL,Thomas Edison AB,Aff
12,Johns Creek VG,Alpharetta KB,Aff
13,Thomas Kelly MG,Kenwood BH,Neg
14,La Crosse Central BK,Mamaroneck MT,Neg
15,La Crosse Central MF,Peninsula JS,Neg
16,Bronx Science FC,St Paul Central EB,Aff
17,Greenhill CL,Peninsula LW,Aff
18,Farmington AS,Unionville KH,Neg
19,Kenwood PW,Lexington HW,Neg
20,St Paul Central UB,Kenwood SW,Neg
21,Sonoma YK,Edina SK,Neg
22,Bronx Science BG,Peninsula PY,Neg
23,Montgomery Bell MM,St Paul Central NL,Aff
24,Eagan HR,Taipei American HC,Neg
25,Eagan SW,Mamaroneck AG,Neg
26,Eagan MS,Farmington CN,Neg
27,Eagan WW,New Trier HJ,Neg
28,Greenhill MO,New Trier HW,Aff
29,New Trier NH,Pace WE,Aff
30,St Paul Central MC,Head-Royce AP,Neg
31,Canyon Crest LC,Edina LA,Aff
32,St Paul Central BM,Berkeley Prep LL,Neg
33,Alpharetta MM,New Trier MP,Neg
34,Berkeley Prep GS,Greenhill AJ,Neg
35,Rosemount PY,Baltimore City HP,Neg
36,Ronald Reagan TR,Peninsula LiLi,Neg
37,Minneapolis South WB,Wayzata KJ,Aff
38,Peninsula EW,Lexington DS,Neg
39,Berkeley Prep NY,Tartan PM,Aff
40,Rosemount AP,Eagan TN,Neg
41,Berkeley Prep KN,Lexington LM,Neg
42,Peninsula LS,Tartan HJ,Aff
43,Solorio MC,Rufus King MB,Neg
44,McDonogh SP,Bronx Science GC,Aff
45,Mamaroneck MK,Taipei American YL,Neg
