,Aff,Neg,Win
0,Interlake OW,Lexington HS,Aff
1,Northside  AD,Lexington NS,Aff
2,Interlake CS,Northside  KP,Aff
3,St Paul Central MC,Niles North HD,Aff
4,Farmington NS,Branson WP,Neg
5,West HS SLC JS,Minneapolis South WB,Aff
6,Alpharetta GM,Farmington CN,Aff
7,Maine East GR,Niles North MK,Neg
8,Niles North CR,St Paul Central BM,Aff
9,Eagan MS,Niles North CS,Neg
10,Alpharetta IN,St Paul Central UB,Aff
11,Alpharetta MM,Eagan TN,Aff
12,Edison Prep BB,Rowland Hall HG,Aff
13,Edina AC,Iowa City HV,Aff
14,Niles North SP,Eagan WS,Aff
15,Rowland Hall UL,Edina TS,Neg
16,Maine East AJ,Rowland Hall VD,Neg
17,Washington BD,Edina BK,Neg
18,West HS SLC KA,Westminster VZ,Aff
19,Westminster PL,Lexington DS,Aff
20,Interlake LY,Edina BL,Aff
21,Interlake AW,Iowa City RC,Neg
22,Lexington PS,Maize CL,Neg
