,Aff,Neg,Win
0,Montgomery Bell MM,Pace MG,Neg
1,Woodward HS,Carrollton School of the Sacred Heart RG,Aff
2,Carrollton School of the Sacred Heart MG,Montgomery Bell DP,Aff
3,Johns Creek VG,Carrollton School of the Sacred Heart FB,Aff
4,Montgomery Bell KF,Northview NL,Neg
5,Denmark BR,Carrollton School of the Sacred Heart DF,Aff
6,Alpharetta IN,Montgomery Bell/Harpeth Hall HB,Neg
7,Woodward PD,Montgomery Bell VT,Neg
8,Montgomery Bell RA,Woodward AR,Neg
9,Montgomery Bell RP,Galloway IR,Aff
10,Montgomery Bell RS,Johns Creek HC,Aff
11,Alpharetta DL,Woodward RS,Neg
12,USN CS,Woodward CH,Neg
13,Alpharetta MM,Montgomery Bell WJ,Neg
