,Aff,Neg,Win
0,College Prep AB,Westwood BA,Neg
1,Montgomery Bell LS,Greenhill CL,Aff
2,Berkeley Prep RV,Montgomery Bell SJ,Aff
3,Montgomery Bell HM,Head-Royce AP,Neg
