,Aff,Neg,Win
0,Lexington KB,Eleanor Roosevelt AA,Neg
1,SWW DP,Banneker BM,Aff
2,Bronx Science BG,Northstar Academy HS - Newark AM,Neg
3,Forest Park AF,Banneker DT,Neg
4,Somerville WC,Newark Tech BO,Neg
5,Poly Prep Country Day LB,Northstar Academy HS - Newark QY,Aff
6,Newark Science OO,Baltimore City PM,Neg
7,Bronx Science HP,McDonogh SP,Neg
8,Lexington DS,Bronx Science OA,Aff
9,Collegiate FT,BASIS DC PP,Aff
10,Lexington HW,Bronx Science ML,Aff
11,Baltimore City MW,Lexington NS,Aff
12,Boston Latin LL,Bronx Science NN,Aff
13,Brooklyn Technical HS Independent CR,Bronx Science BD,Aff
14,Success Academy HSLA-MANHATTAN AB,Georgetown Day MX,Neg
15,BASIS DC AS,Success Academy HSLA-MANHATTAN WP,Aff
16,SWW NN,Success Academy HSLA-MANHATTAN WO,Aff
17,Georgetown Day KN,Calvert Hall JS,Neg
18,Eleanor Roosevelt NM,Bronx Science GC,Neg
19,BASIS DC TD,McDonogh KL,Neg
20,Banneker ST,Lexington SiDa,Aff
21,Bronx Science FC,Eliot Hine TT,Aff
22,Brooklyn Technical HS Independent GS,DC International RG,Aff
23,Ruth Batson FN,BASIS DC MC,Neg
24,Collegiate FP,Georgetown Day RW,Neg
25,Georgetown Day HL,Lexington XB,Aff
26,Somerville SK,DC International HW,Neg
27,Bronx Science SC,Fenway HM,Neg
28,Duke Ellington SO,Georgetown Day GG,Neg
29,Unionville Independent KH,Banneker GY,Aff
