,Aff,Neg,Win
0,Pace MG,Greenhill CL,Neg
1,Montgomery Bell LS,Peninsula LL,Neg
2,Westwood BA,Washburn Rural CN,Aff
3,Liberal Arts and Science BS,Montgomery Bell TB,Aff
