,Aff,Neg,Win
0,Calvert Hall SW,Georgetown Day RW,Aff
1,Mamaroneck MS,BASIS DC PS,Aff
2,Banneker ST,SWW NN,Neg
3,Mamaroneck MK,Unionville KH,Neg
4,Boston Latin LP,CMIT North MG,Aff
5,Lexington NJ,Newark Science AO,Neg
6,Sidwell FV,Brooklyn Technical RC,Neg
7,Georgetown Day MX,Boston Latin AL,Aff
8,Somerville KM,Georgetown Day GT,Neg
9,Calvert Hall CH,Lexington DS,Neg
10,BASIS DC AP,Fenway HM,Neg
11,Brooklyn Technical JL,Mamaroneck WR,Neg
12,Baltimore City PM,BASIS DC TD,Aff
13,SWW WP,Somerville WC,Aff
14,Eleanor Roosevelt AA,Lexington XB,Aff
15,CMIT North KM,Leon Goldstein CS,Neg
16,Newark Science OO,Duke Ellington SO,Neg
17,Georgetown Day DX,Baltimore City HP,Aff
18,SWW/Banneker BY,Georgetown Day KN,Neg
19,Banneker BF,Duke Ellington TG,Aff
20,Lexington HS,Banneker MP,Aff
21,BASIS DC MC,Brooklyn Technical GS,Neg
22,Baltimore City MW,Brooklyn Technical SH,Aff
