,Aff,Neg,Win
0,Damien-St. Lucy's GI,Peninsula PY,Neg
1,Damien-St. Lucy's KN,Peninsula LiLi,Neg
2,Damien-St. Lucy's JC,Peninsula BB,Neg
3,Lake Balboa DS,Peninsula SW,Aff
4,Damien-St. Lucy's DS,San Marino PM,Aff
5,Huntington Park DS,Lake Balboa PL,Aff
6,Peninsula LW,Lake Balboa BG,Neg
7,Peninsula EW,Canyon Crest CL,Neg
8,Lake Balboa NM,Peninsula JS,Neg
9,Peninsula DY,San Marino CJ,Aff
10,Mission Vista FC,Canyon Crest CS,Neg
11,Peninsula MP,Damien-St. Lucy's MR,Aff
12,Peninsula ZZ,ModernBrain LL,Aff
13,ModernBrain PP,Canyon Crest LP,Aff
14,Peninsula CK,ModernBrain LS,Neg
15,Peninsula UV,Damien-St. Lucy's BS,Neg
16,ModernBrain YW,Huntington Park BP,Aff
17,ModernBrain KL,Canyon Crest ZZ,Neg
18,Canyon Crest DN,Westview ST,Aff
