,Aff,Neg,Win
0,Liberal Arts and Science BS,Bellarmine  DD,Neg
1,Glenbrook South WB,Montgomery Bell SJ,Neg
2,Berkeley Prep RV,Bellarmine  AQ,Aff
3,Montgomery Bell HM,Greenhill CL,Aff
4,Liberal Arts and Science BF,Taipei American YL,Neg
5,Peninsula LL,Berkeley Prep RZ,Aff
6,Northview CT,Westwood BA,Aff
7,Peninsula KX,Washburn Rural CN,Aff
