,Aff,Neg,Win
0,Walter Payton YY,Niles North KM,Neg
1,Washington DB,Northside  CX,Neg
2,Whitney Young BM,Northside  LP,Aff
3,Niles North CG,Northside  GT,Neg
4,Farmington KN,Glenbrook South MM,Neg
5,Maine East SJ,Walter Payton BR,Neg
6,Iowa City CH,Glenbrook South FB,Neg
7,Whitney Young DM,Niles North MK,Neg
8,La Crosse Central YL,Newton NK,Neg
9,Glenbrook North CL,Niles North DH,Aff
10,Millard North WG,Glenbrook North FP,Neg
11,Glenbrook North SY,Minneapolis South SW,Neg
12,Iowa City Liberty HV,Glenbrook North DK,Neg
13,La Crosse Central CT,Maine East GR,Neg
14,Glenbrook South PC,Niles North SP,Neg
15,Glenbrook North CR,Glenbrook South KZ,Aff
16,Northside  AD,Farmington CN,Aff
17,Northside  GO,Washington AZ,Aff
18,Niles North CS,Niles West SS,Aff
19,Northside  AV,Niles North GW,Neg
20,Glenbrook North CiRi,Iowa City LL,Aff
21,Whitney Young SP,Niles West BE,Aff
