,Aff,Neg,Win
0,Greenhill BH,Head-Royce AP,Aff
1,Taipei American YL,McDonogh SP,Aff
2,Greenhill CL,Montgomery Bell MM,Aff
3,St Paul Central UB,Newark Science AO,Aff
