,Aff,Neg,Win
0,Clear Springs SG,Brooklyn Technical RC,Aff
1,Parkrose HG,St Mark's School of Texas PT,Neg
2,St George's CC,Lowell CL,Neg
3,Lowell BS,St Mark's School of Texas TK,Neg
