,Aff,Neg,Win
0,Lawrence Free State HaFi,Washburn Rural BH,Aff
1,Lawrence Free State EP,Washburn Rural CR,Neg
2,Mill Valley FP,Shawnee Mission East DS,Aff
3,Newton KN,Washburn Rural RV,Aff
4,Blue Valley North LP,Olathe East DG,Aff
5,Mill Valley HK,Blue Valley North CT,Neg
6,Blue Valley North MM,Washburn Rural JK,Neg
7,Shawnee Mission East HW,Olathe West OF,Aff
8,Shawnee Mission South MJ,Shawnee Mission East LK,Aff
9,Blue Valley EM,Washburn Rural CH,Neg
10,Shawnee Mission South KC,Shawnee Mission East BM,Aff
11,Lawrence Free State FH,Blue Valley North NH,Aff
12,Shawnee Mission East PH,De Soto CS,Aff
13,Blue Valley North BN,Blue Valley West WJ,Neg
