,Aff,Neg,Win
0,Woodward TJ,Damien-St. Lucy's IG,Aff
1,Parkrose HG,Heights DG,Aff
2,Northwood ZY,Liberal Arts and Science LR,Aff
3,Quarry Lane YY,Alpharetta IN,Aff
4,Denmark BR,Alpharetta DL,Aff
5,Montgomery Bell TB,Northwood BC,Aff
6,Woodward AH,Westminster VZ,Neg
7,Alpharetta GM,Winston Churchill MP,Aff
8,St Mark's School of Texas JP,Westminster HY,Aff
9,Northview LT,Quarry Lane AC,Aff
10,Damien-St. Lucy's DL,Quarry Lane HG,Neg
11,Quarry Lane AM,Damien-St. Lucy's LW,Neg
12,Glenbrook North DP,Woodward PR,Neg
13,Damien-St. Lucy's KN,USN CR,Aff
14,Damien-St. Lucy's MO,Woodward CS,Neg
15,Glenbrook North DK,Okemos DT,Neg
16,BASIS San Antonio Shavano PK,Marist AR,Aff
17,Alpharetta MM,BASIS San Antonio Shavano NR,Aff
18,Northview NL,Westminster GS,Aff
19,Quarry Lane KP,Eagan WW,Aff
20,Green Canyon OZ,Glenbrook North SS,Aff
21,Carrollton School of the Sacred Heart JF,Johns Creek VG,Neg
22,Alpharetta CR,Northwood SS,Neg
23,Quarry Lane PS,ADL WL,Aff
24,Marist AC,ADL DC,Neg
25,Clear Springs SG,Northwood AG,Aff
26,Franklin PS,James Logan GS,Aff
