,Aff,Neg,Win
0,Glenbrook South MM,Kenwood SW,Neg
1,Whitney Young SV,Lane Tech  ZQ,Aff
2,Northside  GT,Niles North MK,Neg
3,Whitney Young BM,New Trier MP,Aff
4,Niles North CS,Glenbrook South KZ,Aff
5,Minneapolis South WB,Glenbrook South BW,Neg
6,Wylie E. Groves XC,New Trier SW,Aff
7,Walter Payton BS,Glenbrook South MP,Neg
