,Aff,Neg,Win
0,Caddo Magnet VA,Winston Churchill MP,Neg
1,Northwood ZG,West HS SLC JS,Neg
2,Clear Springs SG,Little Rock Central LW,Neg
3,Northwood SY,Westminster VZ,Aff
