,Aff,Neg,Win
0,Calvert Hall CH,Alpharetta GM,Neg
1,Montgomery Bell DP,Berkeley Prep LS,Neg
2,Montgomery Bell SJ,Alpharetta MM,Aff
3,Lexington HS,Little Rock Central BF,Aff
4,Montgomery Bell RW,Peninsula BB,Neg
5,Lexington HW,Alpharetta IN,Aff
6,Little Rock Central GT,Marist CL,Aff
7,Montgomery Bell TB,Westminster VZ,Aff
8,Westminster PL,Lexington DS,Neg
9,Calvert Hall ST,Little Rock Central BW,Aff
10,Little Rock Central LW,Lexington LM,Neg
11,Berkeley Prep NY,NSU AY,Aff
12,Montgomery Bell RP,Pace KG,Aff
13,Alpharetta CR,Hawken LK,Neg
14,Montgomery Bell LS,Westminster HY,Aff
15,Berkeley Prep RV,Peninsula WY,Aff
16,Berkeley Prep LL,Pace WE,Aff
17,Montgomery Bell KF,Peninsula LiLi,Neg
18,Pace MG,McDonogh SP,Aff
19,Hawken KZ,NSU BL,Aff
20,Montgomery Bell RS,Alpharetta DL,Aff
21,Johns Creek VG,Peninsula LY,Aff
