,Aff,Neg,Win
0,Kenwood SW,Glenbrook South MP,Aff
1,Wylie E. Groves XC,Whitney Young SV,Aff
2,Glenbrook South BW,Niles North MK,Aff
3,Niles North CS,Whitney Young BM,Aff
