,Aff,Neg,Win
0,Peninsula KX,Bellarmine  DD,Aff
1,Montgomery Bell SJ,Northview CT,Neg
2,Peninsula LL,Berkeley Prep RV,Aff
3,Taipei American YL,Montgomery Bell HM,Neg
