,Aff,Neg,Win
0,Bronx Science NN,Collegiate FT,Aff
1,Bronx Science BD,BASIS DC TD,Neg
2,Bronx Science OA,Unionville Independent KH,Neg
3,Success Academy HSLA-MANHATTAN WO,Baltimore City MW,Aff
4,Georgetown Day RW,Bronx Science HP,Aff
5,Eleanor Roosevelt AA,Duke Ellington SO,Neg
6,Banneker BM,Brooklyn Technical HS Independent CR,Neg
7,Banneker DT,Eleanor Roosevelt NM,Aff
8,Bronx Science ML,Forest Park AF,Aff
9,Northstar Academy HS - Newark AM,Somerville WC,Aff
10,McDonogh SP,Brooklyn Technical HS Independent GS,Aff
11,Northstar Academy HS - Newark QY,Georgetown Day KN,Aff
12,Lexington SiDa,Boston Latin LL,Neg
13,Banneker GY,Bronx Science SC,Aff
14,Georgetown Day GG,Bronx Science BG,Aff
15,Baltimore City PM,Banneker ST,Aff
16,Bronx Science GC,Newark Science OO,Aff
17,Georgetown Day MX,SWW DP,Aff
18,BASIS DC PP,Poly Prep Country Day LB,Neg
19,Success Academy HSLA-MANHATTAN WP,Bronx Science FC,Aff
20,Lexington XB,Collegiate FP,Neg
21,Lexington NS,Success Academy HSLA-MANHATTAN AB,Aff
22,Eliot Hine TT,Lexington KB,Aff
23,Newark Tech BO,Ruth Batson FN,Neg
24,DC International RG,Georgetown Day HL,Neg
25,McDonogh KL,Somerville SK,Aff
26,Fenway HM,Lexington HW,Neg
27,BASIS DC MC,Lexington DS,Neg
28,DC International HW,BASIS DC AS,Aff
29,Calvert Hall JS,SWW NN,Aff
