,Aff,Neg,Win
0,Casady SS,Damien-St. Lucy's MO,Neg
1,Peninsula LW,Damien-St. Lucy's CM,Aff
2,Barstow BM,Brophy PP,Neg
3,Notre Dame NP,Rowland Hall GH,Neg
4,Niles West SS,Peninsula ZZ,Aff
5,Peninsula LiLi,Notre Dame DP,Neg
6,Niles West VK,Peninsula PY,Aff
7,Canyon Crest CL,Notre Dame DuPi,Aff
8,Damien-St. Lucy's RS,Meadows RK,Neg
9,Damien-St. Lucy's PP,Notre Dame AV,Neg
10,Damien-St. Lucy's GI,Meadows CK,Aff
11,Rowland Hall CU,Peninsula TW,Aff
12,Damien-St. Lucy's JC,Peninsula EW,Neg
13,Damien-St. Lucy's DG,Peninsula JS,Neg
14,Canyon Crest CS,Niles West RK,Aff
15,Peninsula FL,Brophy SH,Aff
16,Notre Dame BC,Oak Ridge AH,Neg
17,Peninsula BB,Casady FJ,Aff
18,Rowland Hall DL,Damien-St. Lucy's KN,Neg
19,Meadows SK,Peninsula DY,Neg
