,Aff,Neg,Win
0,Westminster VZ,Montgomery Bell TB,Neg
1,St Mark's School of Texas JP,Liberal Arts and Science LR,Aff
2,Quarry Lane AC,Damien-St. Lucy's LW,Aff
3,Winston Churchill MP,Quarry Lane AM,Neg
