,Aff,Neg,Win
0,University OM,Montgomery Bell HM,Neg
1,Woodward CP,Johns Creek GV,Aff
2,New Trier HJ,Denmark Independent BT,Neg
3,Wylie E. Groves XC,St Mark's School of Texas JP,Neg
4,Blue Valley West VS,Central HS Springfield SS,Aff
5,ASPEC KB,New Trier MP,Aff
6,Lowell CL,St Mark's School of Texas DP,Aff
7,Woodward JN,New Trier SY,Aff
