,Aff,Neg,Win
0,Damien-St. Lucy's IG,Peninsula TW,Neg
1,California Academy of Mathematics and Science GL,Elizabeth Learning Center BR,Aff
2,New Designs-University Park CG,ModernBrain SY,Neg
3,Lowell BS,Peninsula PY,Neg
4,Peninsula LL,Bellarmine  CG,Aff
5,Northwood ZY,Elizabeth Learning Center MT,Aff
6,Westlake SB,Elizabeth Learning Center ES,Aff
7,Quarry Lane AM,Peninsula KX,Neg
8,Peninsula ZZ,Lake Balboa DS,Neg
9,Notre Dame CP,Archbishop Mitty MR,Neg
10,Bravo BB,Emery KW,Neg
11,Lake Balboa PL,Canyon Crest ZZ,Neg
12,Quarry Lane CK,Emery MT,Aff
13,College Prep EN,Elizabeth Learning Center CV,Aff
14,ModernBrain PP,Sacred Heart Cathedral Prep FY,Neg
15,Quarry Lane HG,Northwood SA,Aff
16,Notre Dame BD,Peninsula EW,Aff
17,Peninsula FW,VHTPA MH,Neg
18,Bellarmine  OL,Peninsula KK,Neg
19,VHTPA TT,Coppell TB,Neg
20,Bellarmine  RH,Notre Dame DP,Aff
21,ModernBrain LL,Peninsula JL,Neg
22,Stockdale GT,Bravo RF,Aff
23,Notre Dame NY,Sacred Heart Cathedral Prep CB,Neg
24,College Prep BT,Damien-St. Lucy's CM,Neg
25,Damien-St. Lucy's KN,Canyon Crest LC,Neg
26,Sonoma BS,Huntington DS,Neg
27,West Campus (Sacramento) CM,College Prep GS,Aff
28,Notre Dame GM,Archbishop Mitty SS,Neg
29,College Prep JG,Lowell CL,Neg
30,Northwood GC,San Marino LC,Neg
31,Peninsula BB,Notre Dame AM,Neg
32,Lake Balboa BB,San Marino PL,Aff
33,Ghidotti Early CL,New Designs-University Park SS,Aff
34,VHTPA ON,OES RL,Neg
35,Lake Balboa NM,Sonoma BM,Neg
36,Peninsula DY,Liberal Arts and Science BF,Neg
37,Liberal Arts and Science CK,Damien-St. Lucy's PP,Aff
38,Sacred Heart Cathedral Prep WL,ModernBrain WJ,Aff
39,Downtown Magnets LG,Culver City NR,Aff
40,Damien-St. Lucy's DL,Archbishop Mitty DN,Neg
41,Canyon Crest LY,College Prep JT,Neg
42,VHTPA GR,Quarry Lane PS,Neg
43,CK McClatchy DG,Albuquerque AE,Neg
44,Bellarmine  DD,Peninsula LiLi,Aff
45,Bellarmine  AQ,College Prep AB,Aff
