,Aff,Neg,Win
0,Montgomery Bell HM,Woodward JN,Aff
1,Lowell CL,Woodward CP,Aff
2,ASPEC KB,Denmark Independent BT,Neg
3,St Mark's School of Texas JP,Blue Valley West VS,Aff
