,Aff,Neg,Win
0,Rowland Hall UV,Bellarmine  CG,Neg
1,Bellarmine  OL,Barstow BS,Aff
2,New Trier HJ,Barstow GH,Neg
3,Green Canyon OZ,Archbishop Mitty MR,Neg
4,New Trier SY,Bellarmine  IB,Aff
5,Brophy PP,Meadows GK,Aff
