,Aff,Neg,Win
0,Sidwell Independent VF,Brophy SH,Aff
1,James Logan AA,New Trier PY,Neg
2,Sharks Independent YL,ADL SW,Aff
3,Montgomery Bell HM,St Mark's School of Texas DP,Aff
4,New Trier MP,ASPEC KB,Neg
5,Taipei American YM,Princeton AF,Aff
6,Hill Country  VL,Success Academy HSLA-HARLEM CD,Aff
7,ADL CW,Emerald HM,Aff
8,ADL CC,Century WB,Aff
9,Wylie E. Groves XC,Denmark Independent BT,Neg
10,Johns Creek VG,St Mark's School of Texas JP,Aff
11,Avery Coonley AT,ADL WC,Aff
12,Univ Of Chicago Lab LL,Westminster HY,Neg
13,Northview NL,Sharks Independent SW,Neg
14,Fox Chapel Independent RL,VHTPA TN,Aff
15,Solon HC,Sacred Heart Cathedral Prep CB,Neg
16,Sacred Heart Cathedral Prep WX,Pittsburgh Central Catholic HS,Neg
17,Central HS Springfield SS,Woodward JN,Neg
18,Quarry Lane KP,James Logan GS,Aff
19,Avery Coonley FN,VHTPA GR,Neg
20,Avery Coonley TZ,Perry TD,Neg
21,Branson WP,Woodward CP,Neg
22,Opus CC,Westlake SB,Aff
23,Taipei American HW,Sacred Heart Cathedral Prep FY,Neg
24,Montgomery Bell RF,Lowell CL,Neg
25,ADL YD,Avery Coonley JS,Aff
26,New Trier HW,Quarry Lane HG,Neg
27,Blue Valley West VS,New Trier HJ,Aff
28,VHTPA MH,Greenhill NS,Aff
29,Galloway DP,New Trier SY,Neg
30,Westminster PL,Sharks Independent OW,Neg
31,Success Academy HSLA-MANHATTAN KY,ADL KW,Aff
32,University OM,Avery Coonley SS,Aff
33,Success Academy HSLA-MANHATTAN TR,ADL KC,Neg
