,Aff,Neg,Win
0,Baltimore City MW,DC International HW,Aff
1,Baltimore City PM,Northstar Academy HS - Newark QY,Aff
2,Calvert Hall JS,Northstar Academy HS - Newark AM,Aff
3,BASIS DC MC,Eleanor Roosevelt AA,Aff
4,Boston Latin LL,Lexington HW,Neg
5,Success Academy HSLA-MANHATTAN WP,Collegiate FT,Aff
6,Georgetown Day MX,Banneker DT,Aff
7,Unionville Independent KH,McDonogh SP,Neg
8,SWW DP,Georgetown Day GG,Aff
9,Banneker BM,Lexington SiDa,Aff
10,Georgetown Day HL,Lexington DS,Neg
11,Newark Science OO,Bronx Science HP,Aff
12,Banneker GY,Somerville SK,Aff
13,Eliot Hine TT,Bronx Science OA,Neg
14,Bronx Science BD,Eleanor Roosevelt NM,Neg
15,Forest Park AF,BASIS DC PP,Neg
16,Lexington XB,Duke Ellington SO,Neg
17,Bronx Science BG,Collegiate FP,Neg
18,Fenway HM,Poly Prep Country Day LB,Neg
19,McDonogh KL,Bronx Science GC,Neg
20,Lexington KB,Georgetown Day KN,Neg
21,DC International RG,Lexington NS,Neg
22,Somerville WC,Banneker ST,Aff
23,SWW NN,Bronx Science SC,Aff
24,Ruth Batson FN,Bronx Science ML,Neg
25,BASIS DC AS,Success Academy HSLA-MANHATTAN AB,Aff
26,Georgetown Day RW,Newark Tech BO,Aff
27,Bronx Science FC,BASIS DC TD,Aff
