,Aff,Neg,Win
0,Notre Dame AM,College Prep JT,Aff
1,Notre Dame DP,Head-Royce AP,Neg
2,Notre Dame DN,College Prep JG,Aff
3,Notre Dame BC,Barstow BS,Aff
4,George Washington MR,Sonoma LM,Aff
5,Rowland Hall HG,West HS SLC JS,Neg
6,Sonoma YK,Head-Royce DW,Aff
