,Aff,Neg,Win
0,Head-Royce AP,Johns Creek GV,Aff
1,Taipei American YL,Mamaroneck GA,Aff
2,Greenhill CL,Mamaroneck MT,Aff
3,Berkeley Prep NY,St Paul Central UB,Neg
4,Kenwood SW,Newark Science AO,Neg
5,Peninsula DK,Montgomery Bell MM,Neg
6,Lexington LM,McDonogh SP,Neg
7,Greenhill BH,Bronx Science EK,Aff
