,Aff,Neg,Win
0,Quarry Lane AC,Washburn Rural CH,Neg
1,New Trier HJ,Peninsula KX,Neg
2,Pace MG,Georgetown Day RW,Neg
3,St Mark's School of Texas JB,Notre Dame CP,Aff
4,New Trier MP,Kenwood SW,Aff
5,Northview LT,Peninsula DY,Neg
6,Coppell TC,Glenbrook North CL,Neg
7,Glenbrook North FP,Mamaroneck MP,Neg
8,St Mark's School of Texas PH,Dallas Highland Park BC,Aff
9,Glenbrook South KZ,Taipei American HC,Aff
10,Peninsula LL,Montgomery Bell SJ,Aff
11,Caddo Magnet VA,Rowland Hall HG,Neg
12,Fort Collins EF,Sonoma MK,Aff
13,North Lake Early BC,McDonogh SP,Neg
14,Greenhill CL,Westwood BA,Aff
15,Liberal Arts and Science BS,Northview TC,Neg
16,Brophy PP,Liberal Arts and Science LR,Neg
17,Taipei American YL,Newark Science AO,Aff
18,Westwood LU,Glenbrook North SY,Neg
19,Little Rock Central LW,Washburn Rural CR,Aff
20,Glenbrook South MP,Pace KG,Aff
21,Montgomery Bell RP,Peninsula LW,Aff
22,Niles West RK,Meadows KS,Neg
23,Greenhill AJ,Olathe North CF,Neg
24,Jesuit LR,Peninsula KK,Neg
25,Montgomery Bell KF,Jesuit BP,Aff
26,Alief Taylor CP,South Eugene GR,Neg
27,Isidore Newman JN,St Mark's School of Texas LP,Neg
28,Head-Royce AJ,Bellarmine  DD,Neg
29,Notre Dame BD,Georgetown Day MT,Neg
30,Westminster HY,Little Rock Central BG,Aff
31,Berkeley Prep NY,Winston Churchill MP,Aff
32,Liberal Arts and Science BF,Denmark BR,Aff
33,Head-Royce DW,Ronald Reagan FP,Aff
34,St Mark's School of Texas GD,Taipei American YM,Neg
35,Coppell SJ,Washburn Rural CN,Neg
36,Little Rock Central TN,Niles West SV,Aff
37,Carrollton School of the Sacred Heart RG,Iowa City RC,Neg
38,Head-Royce PC,Glenbrook South BW,Neg
39,Montgomery Bell LS,Quarry Lane YY,Neg
40,Bellarmine  AQ,Berkeley Prep RZ,Aff
41,Montgomery Bell TB,St Mark's School of Texas TK,Aff
42,Sonoma MM,Brophy SH,Aff
43,Glenbrook North CR,Greenhill MO,Aff
44,Alief Taylor MV,Winston Churchill LR,Neg
45,Liberal Arts and Science LM,Westminster PL,Aff
46,Dulles CI,Westwood SA,Neg
47,Rowland Hall SC,Carrollton School of the Sacred Heart MG,Neg
48,New Trier SW,Sonoma LY,Aff
49,Montgomery Bell HM,Berkeley Prep RV,Aff
