,Aff,Neg,Win
0,Rural Independent CN,Westwood BA,Neg
1,Greenhill CL,L C Anderson SW,Aff
2,Berkeley Prep RV,Peninsula LL,Aff
3,Lexington DS,Head-Royce AP,Neg
4,Whitney Young BM,Montgomery Bell HM,Neg
5,Coppell SJ,Montgomery Bell SJ,Neg
6,Liberal Arts and Science BS,Montgomery Bell LS,Neg
7,College Prep AB,Woodward CM,Aff
