,Aff,Neg,Win
0,Bronx Science OZ,Mamaroneck MK,Aff
1,NSU AY,BASIS DC AS,Aff
2,Newark Science LA,McDowell LJ,Aff
3,NSU BL,Bronx Science GC,Neg
4,BASIS DC MC,Northstar Academy HS - Newark QY,Aff
5,Bronx Science EK,Georgetown Day MX,Aff
6,Boston Latin LL,Wylie E. Groves XC,Neg
7,Bronx Science FC,Peninsula LL,Neg
