,Aff,Neg,Win
0,Blue Valley TH,Maize CL,Aff
1,Shawnee Mission East PL,Franklin PS,Aff
2,Blue Valley West SV,Shawnee Mission West WS,Aff
3,Westminster YZ,Baltimore City MW,Neg
4,Lansing YO,Edina AC,Aff
