,Aff,Neg,Win
0,Pine Crest JR,Pine View MV,Aff
1,Robinson DJ,Walter Payton BR,Neg
2,Frazer WZ,Robinson MA,Aff
3,Pine Crest MO,Unionville KH,Neg
4,NSU AY,Cypress Bay PC,Aff
