,Aff,Neg,Win
0,Greenhill CL,Coppell SJ,Aff
1,Greenhill BH,Westwood BA,Neg
2,Montgomery Bell RP,Liberal Arts and Science BS,Neg
3,Washburn Rural CN,Woodward CM,Aff
4,Pace MG,Westwood SA,Aff
