,Aff,Neg,Win
0,Berkeley Prep RV,Liberal Arts and Science LR,Aff
1,Woodward CM,Montgomery Bell LS,Aff
2,Liberal Arts and Science BF,New Trier MP,Aff
3,Montgomery Bell SJ,Mamaroneck AG,Aff
4,Whitney Young BM,Montgomery Bell TB,Aff
5,Kenwood SW,Berkeley Prep NY,Aff
6,Glenbrook South PB,Glenbrook North CR,Neg
7,Northview TC,Glenbrook North CL,Aff
