,Aff,Neg,Win
0,Dallas Highland Park CB,Caddo Magnet WB,Aff
1,Katy Taylor CK,Little Rock Central KC,Neg
2,Caddo Magnet MP,Eastside HS,Aff
3,Woodlands College Park MS,Katy Taylor WW,Aff
4,Little Rock Central GT,Woodlands College Park OF,Aff
5,Damien-St. Lucy's LM,Caddo Magnet AP,Aff
6,Damien-St. Lucy's KN,Caddo Magnet VA,Aff
