,Aff,Neg,Win
0,Okemos DT,Westminster VZ,Neg
1,Maine East JW,Little Rock Central BF,Neg
2,Winston Churchill MP,Clear Springs SG,Aff
3,Caddo Magnet WB,Woodward CM,Neg
4,Caddo Magnet VA,Westminster PL,Neg
5,Marist CL,Northwood ZG,Neg
6,Newark Science AO,Peninsula DU,Neg
7,Eagan TN,Little Rock Central WK,Aff
8,St Andrew's Episcopal KA,Eagan MS,Aff
9,Northwood SY,Little Rock Central TB,Aff
10,Marist AR,Eagan HR,Neg
11,Whitney Young BM,West HS SLC JS,Aff
12,Newark Science OO,Pittsburgh Central Catholic AH,Neg
13,Archbishop Mitty MR,Maine East RU,Aff
14,Eagan WW,Kinkaid AK,Neg
15,Little Rock Central LW,Unionville HK,Aff
