,Aff,Neg,Win
0,Wichita East KZ,Manhattan TF,Neg
1,Mill Valley FP,Blue Valley West MC,Neg
2,Hayden BG,Blue Valley West SV,Neg
3,Shawnee Mission South MJ,Blue Valley TF,Aff
4,Blue Valley North PN,Maize CL,Neg
5,Manhattan HW,Blue Valley North MM,Aff
6,Lawrence Free State EP,Crossings Christian SP,Aff
7,Blue Valley West JA,Blue Valley North BK,Neg
8,Lawrence Free State HF,Olathe East DG,Neg
9,Blue Valley North LP,Shawnee Mission South KC,Neg
10,Blue Valley North CT,Blue Valley Southwest DT,Neg
11,Manhattan AS,Newton KN,Neg
12,Blue Valley West CR,Manhattan BB,Neg
13,Blue Valley West WA,Shawnee Mission South AZ,Aff
14,Blue Valley Southwest PC,Shawnee Mission East LT,Neg
15,Lawrence Free State FH,Crossings Christian LM,Aff
16,Wichita Southeast SK,Buhler BL,Aff
17,Blue Valley West BT,Mill Valley HK,Aff
18,Blue Valley West BW,Shawnee Mission West WS,Neg
