,Aff,Neg,Win
0,Lawrence Free State HF,Maine East JW,Aff
1,Blue Valley West MC,Edina AC,Neg
2,Baltimore City MW,Maine East RS,Aff
3,La Crosse Central BL,Lowell SB,Neg
4,Shawnee Mission West WS,Maize CL,Neg
5,NSU BL,Blue Valley West MJ,Aff
6,Iowa City West SL,Shawnee Mission East HT,Aff
7,Blue Valley West BT,Maize BR,Aff
8,Lansing YO,Franklin SP,Aff
9,Unionville HK,Blue Valley TH,Neg
10,Blue Valley West SV,Westminster YZ,Aff
11,Dowling Catholic BS,Washington BD,Neg
12,La Crosse Central ST,Edina AW,Aff
13,Lawrence Free State FH,Lowell CL,Aff
14,Blue Valley West WA,Iowa City RL,Aff
15,Shawnee Mission East PL,College Prep BA,Neg
16,Iowa City CL,Washington LZ,Aff
