,Aff,Neg,Win
0,Maine East RS,Blue Valley West MC,Aff
1,Maine East JW,NSU BL,Aff
2,Maize CL,Shawnee Mission East PL,Aff
3,Maize BR,La Crosse Central ST,Aff
4,Washington LZ,NSU AC,Aff
5,Shawnee Mission East HT,Blue Valley West SV,Neg
6,Lowell SB,Shawnee Mission West WS,Neg
7,College Prep BA,Lawrence Free State HF,Aff
8,Iowa City RL,Lansing YO,Neg
9,Edina AW,NSU AY,Neg
10,Franklin SP,Unionville HK,Aff
11,Washington BD,Iowa City West SL,Neg
12,Lowell CL,Baltimore City MW,Aff
13,Westminster YZ,Lawrence Free State FH,Aff
14,Blue Valley West MJ,La Crosse Central BL,Aff
15,Iowa City MC,Blue Valley West BT,Neg
16,Blue Valley TH,Iowa City CL,Aff
17,Edina AC,Blue Valley West WA,Aff
