,Aff,Neg,Win
0,Pace MG,Quarry Lane AC,Aff
1,New Trier HJ,Montgomery Bell HM,Neg
2,Washburn Rural CN,Johns Creek VG,Aff
3,Montgomery Bell SJ,Liberal Arts and Science CK,Aff
4,Coppell TB,Montgomery Bell RP,Neg
5,Greenhill BH,Liberal Arts and Science LM,Aff
6,Peninsula KX,St Mark's School of Texas JP,Aff
7,Jesuit PL,Coppell SJ,Neg
