,Aff,Neg,Win
0,Washburn Rural BH,De Soto CS,Aff
1,Shawnee Mission East PH,Shawnee Mission South MJ,Neg
2,Mill Valley FP,Washburn Rural JK,Neg
3,Blue Valley West SV,Blue Valley North LP,Aff
4,Shawnee Mission East HW,Blue Valley North NH,Neg
5,Newton KN,Washburn Rural CR,Aff
6,Lawrence Free State HaFi,Shawnee Mission South KC,Neg
7,Washburn Rural CH,Lawrence Free State EP,Aff
8,Olathe West OF,Blue Valley North BN,Neg
9,Shawnee Mission East LK,Blue Valley EM,Neg
10,Washburn Rural RV,Olathe East DG,Aff
11,Blue Valley West WJ,Blue Valley North MM,Aff
12,Lawrence Free State FH,Blue Valley North CT,Aff
13,Mill Valley HK,Shawnee Mission East BM,Neg
