,Aff,Neg,Win
0,Niles North MK,Washburn Rural CN,Aff
1,Minneapolis South WB,Peninsula LL,Neg
2,Greenhill CL,Peninsula KK,Aff
3,Washburn Rural CH,Glenbrook South WB,Neg
4,Niles North CS,Glenbrook South MP,Neg
5,Whitney Young BM,Liberal Arts and Science BS,Neg
6,Kenwood SW,Glenbrook North CR,Aff
