,Aff,Neg,Win
0,Peninsula LL,Lowell CL,Aff
1,Bellarmine  DD,Liberal Arts and Science BF,Neg
2,Bellarmine  AQ,Peninsula KK,Aff
3,Liberal Arts and Science CK,Peninsula KX,Neg
