,Aff,Neg,Win
0,La Crosse Central LC,Stuyvesant BD,Neg
1,Brooklyn Technical GS,Gunn KB,Aff
2,St Mark's School of Texas RD,La Crosse Central FM,Neg
3,La Crosse Central TK,St Mark's School of Texas HD,Aff
4,Ghidotti Early CL,University HW,Aff
5,Clear Springs SG,St Mark's School of Texas TK,Aff
6,Lowell DR,East Valley NH,Aff
7,Branson WP,Stuyvesant KS,Neg
8,La Crosse Central YL,St George's CC,Neg
9,Interlake CS,Parkrose HG,Neg
10,Lowell CL,Interlake OW,Aff
11,East Valley SD,Garfield BS,Neg
12,Brooklyn Technical RC,Lowell BS,Neg
13,Interlake LY,OES RL,Neg
14,St Mark's School of Texas PT,Garfield HS,Aff
