,Aff,Neg,Win
0,Pittsburgh Central Catholic HS,Alpharetta MM,Neg
1,Mamaroneck MT,Lowell CL,Neg
2,Carrollton School of the Sacred Heart GM,Polytechnic BH,Aff
3,NSU AY,Georgetown Day MW,Neg
4,Glenbrook South KZ,Little Rock Central BG,Aff
5,Niles North SP,Head-Royce DW,Neg
6,Damien-St. Lucy's CM,Liberal Arts and Science LR,Neg
7,Glenbrook North KS,Hawken KZ,Aff
8,Interlake SC,Quarry Lane CM,Neg
9,New Trier HJ,Sonoma MM,Neg
10,Lane Tech  JK,Liberal Arts and Science LM,Neg
11,Damien-St. Lucy's PP,Niles North McKa,Aff
12,Washburn Rural CH,St Paul Central MC,Aff
13,Edina TS,Shawnee Mission East PL,Neg
14,Little Rock Central BF,Niles North CS,Neg
15,College Prep JG,Kenwood PW,Aff
16,Carrollton School of the Sacred Heart FJ,Shawnee Mission South AZ,Aff
17,Blue Valley Southwest DT,Montgomery Bell SL,Neg
18,Sonoma ML,Maine East JN,Aff
19,Minneapolis South WB,Liberal Arts and Science CK,Neg
20,Brophy PP,Little Rock Central LW,Neg
21,NSU BL,Kenwood BH,Neg
22,Shawnee Mission South MK,Wylie E. Groves XC,Neg
23,Hawken LS,Glenbrook North DE,Aff
24,Von Steuben ML,Notre Dame AM,Neg
25,Johns Creek GV,Edina BL,Aff
26,Walter Payton MD,Little Rock Central WC,Aff
27,BASIS Peoria JG,Blue Valley Southwest PC,Neg
28,Liberal Arts and Science BF,Maine East HP,Aff
29,Iowa City RL,Mamaroneck CF,Neg
30,Greenhill AJ,New Trier MP,Aff
31,Iowa City CL,Pine Crest RR,Neg
32,Blue Valley North CT,St Lucy's Priory GI,Aff
33,Montgomery Bell KF,Pace GM,Neg
34,New Trier HW,Peninsula KK,Neg
35,Meadows SK,Garfield WN,Aff
36,Sonoma BS,Munster KW,Aff
37,Hawken LK,Jesuit LR,Neg
38,New Trier SY,Munster BW,Aff
39,Westminster GS,Glenbrook North CR,Neg
40,Peninsula LiLi,Westwood GK,Neg
41,Sonoma KY,Munster TP,Aff
42,Olathe North MM,Park Tudor WX,Aff
43,Niles West SS,Niles North MK,Aff
44,Little Rock Central MK,Montgomery Bell PR,Neg
45,Von Steuben GL,Carrollton School of the Sacred Heart BF,Neg
46,Northside  GT,Leland SL,Neg
47,Bellarmine  CG,Greenhill BH,Neg
48,Maine East GR,Pine Crest EA,Aff
49,Westminster LY,Newark Science AO,Aff
50,Damien-St. Lucy's KN,Pine Crest MK,Aff
51,Liberal Arts and Science RL,Coppell JS,Aff
52,Taipei American CH,Lincoln Park BS,Aff
53,Washburn Rural CR,Berkeley Prep NY,Aff
54,Brophy SH,Montgomery Bell SJ,Neg
55,Canyon Crest CS,Isidore Newman WA,Neg
56,Goode STEM CH,Taipei American YL,Neg
57,Bellarmine  RH,Blue Valley North PS,Neg
58,Blue Valley North LP,Glenbrook South MP,Neg
59,Archbishop Mitty MR,McDowell LJ,Aff
60,Niles North WC,St Mark's School of Texas PJ,Neg
61,Barstow SH,Peninsula DY,Aff
62,Pace EW,Montgomery Bell TB,Neg
63,Peninsula BB,Bellarmine  AQ,Neg
64,San Marino CJ,Peninsula PY,Neg
65,New Trier HP,Berkeley Prep LZ,Neg
66,Northside  AD,Washburn Rural CN,Neg
67,Westminster VZ,Berkeley Prep RG,Aff
68,Walter Payton BR,Whitney Young BM,Neg
69,Glenbrook North WC,Bronx Science CG,Aff
70,Carrollton School of the Sacred Heart RG,Kenwood SW,Neg
71,Notre Dame NP,Bronx Science CF,Neg
72,Quarry Lane PS,Bronx Science EK,Neg
73,Jesuit BP,Lane Tech  ZQ,Aff
74,Alpharetta NI,Westwood GS,Aff
75,Pace NS,Westwood BA,Neg
76,Pace GK,San Marino LC,Neg
77,Shawnee Mission East HT,Liberal Arts and Science BS,Neg
78,Isidore Newman JN,Garfield TZ,Aff
79,Taipei American LC,Northview CT,Neg
80,Edina AC,Interlake YL,Aff
81,Peninsula LW,Head-Royce AP,Neg
82,Jones FR,Polytechnic TK,Neg
83,Lowell SB,Bellarmine  DD,Neg
84,Berkeley Prep SS,St Paul Central UB,Neg
85,Von Steuben LM,Glenbrook South WB,Neg
86,Washburn Rural BH,College Prep BA,Neg
87,Notre Dame BC,Greenhill CL,Neg
88,Berkeley Prep LL,Bellarmine  OL,Neg
89,Notre Dame DP,Montgomery Bell HM,Neg
90,Blue Valley North BK,Winston Churchill MP,Neg
91,Kinkaid AK,Peninsula LL,Neg
92,Peninsula JS,Quarry Lane HG,Neg
93,Katy Taylor WW,Berkeley Prep RV,Neg
94,Glenbrook North FP,Interlake OW,Aff
