,Aff,Neg,Win
0,Northview NL,Montgomery Bell/Harpeth Hall HB,Neg
1,Montgomery Bell VT,Alpharetta MM,Aff
2,Johns Creek VG,Montgomery Bell RP,Aff
3,Pace MG,Montgomery Bell MM,Neg
