,Aff,Neg,Win
0,Lexington LM,Georgetown Day RW,Aff
1,College Prep JG,Lexington HW,Aff
2,Success Academy HSLA-MANHATTAN WP,Northstar Academy HS - Newark MA,Neg
3,McDonogh SP,Georgetown Day MT,Neg
4,Lexington DS,Brooklyn Technical JL,Neg
5,Newark Science AO,Mamaroneck MS,Neg
6,Georgetown Day DX,Isidore Newman JN,Aff
7,Mamaroneck AG,Mamaroneck FC,Neg
