,Aff,Neg,Win
0,St Paul Central WC,Solorio MC,Aff
1,Pace MG,Solorio SM,Aff
2,St Paul Central BM,McDonogh SP,Neg
3,Alpharetta MM,Thomas Kelly MG,Aff
4,Rosemount GM,Berkeley Prep GN,Neg
5,Rufus King MB,Rosemount PY,Aff
6,La Crosse Central BK,Eagan MS,Aff
7,New Trier NH,Sonoma YK,Neg
8,Tartan PM,Rosemount AP,Neg
9,Bronx Science FC,Montgomery Bell MM,Neg
10,Canyon Crest LC,Eagan WW,Aff
11,Greenhill BH,Newark Science AO,Aff
12,Kenwood BH,Berkeley Prep GS,Neg
13,Ronald Reagan TR,Tartan HJ,Neg
14,New Trier HJ,Iowa City LL,Aff
15,Johns Creek VG,Head-Royce DW,Aff
16,Head-Royce AP,Bronx Science EK,Aff
17,Taipei American YL,Baltimore City HP,Aff
18,Kenwood PW,Peninsula LW,Aff
19,Mamaroneck WR,Sonoma PM,Aff
20,Edina SK,Unionville KH,Aff
21,Peninsula LiLi,Minneapolis South WB,Neg
22,Peninsula BY,Taipei American HC,Neg
23,Ronald Reagan CD,Pace WE,Neg
24,Eagan TN,Farmington CN,Aff
25,Mamaroneck AG,Greenhill AJ,Aff
26,Peninsula EW,Bronx Science BG,Neg
27,Peninsula DK,Alpharetta KB,Aff
28,Edina LA,Wayzata KJ,Aff
29,St Paul Central UB,Lexington DS,Aff
30,Berkeley Prep NY,Mamaroneck MS,Aff
31,Eagan SW,Edina BT,Aff
32,Edina AC,Berkeley Prep LL,Aff
33,Peninsula LS,Greenhill MO,Neg
34,Kenwood SW,Bronx Science GC,Aff
35,Canyon Crest ZZ,St Paul Central MC,Neg
36,Eagan HR,Rosemount SR,Aff
37,Alpharetta IN,St Paul Central NL,Aff
38,Thomas Edison AB,Farmington KN,Neg
39,Peninsula JS,New Trier CS,Neg
40,Mamaroneck MT,Peninsula PY,Neg
41,Farmington AS,Berkeley Prep KN,Aff
42,Mamaroneck MK,Baltimore City MW,Neg
43,Lexington HW,New Trier MP,Neg
44,Lexington LM,Greenhill CL,Neg
45,St Paul Central EB,New Trier HW,Neg
