,Aff,Neg,Win
0,Damien-St. Lucy's CM,Niles West SS,Neg
1,Damien-St. Lucy's KN,Peninsula FL,Neg
2,Notre Dame DuPi,Peninsula LiLi,Neg
3,Peninsula PY,Barstow BM,Aff
4,Notre Dame AV,Niles West VK,Neg
5,Brophy SH,Damien-St. Lucy's DG,Aff
6,Rowland Hall GH,Canyon Crest CL,Neg
7,Oak Ridge AH,Notre Dame NP,Aff
8,Peninsula DY,Rowland Hall CU,Aff
9,Damien-St. Lucy's MO,Peninsula BB,Neg
10,Casady FJ,Rowland Hall DL,Aff
11,Notre Dame DP,Damien-St. Lucy's PP,Neg
12,Peninsula JS,Meadows SK,Neg
13,Peninsula TW,Canyon Crest CS,Aff
14,Peninsula EW,Notre Dame BC,Neg
15,Brophy PP,Peninsula LW,Aff
16,Meadows CK,Damien-St. Lucy's RS,Aff
17,Peninsula ZZ,Damien-St. Lucy's JC,Neg
18,Niles West RK,Casady SS,Aff
19,Meadows RK,Damien-St. Lucy's GI,Neg
