,Aff,Neg,Win
0,Clackamas PY,Damien-St. Lucy's IG,Neg
1,Garfield NW,Adrienne C. Nelson NN,Aff
2,Sam Barlow LP,Garfield RZ,Neg
3,OES RL,Reynolds GS,Aff
4,Damien-St. Lucy's LM,Sam Barlow AS,Aff
5,Damien-St. Lucy's KN,Clackamas NH,Aff
6,South Salem MR,Franklin JS,Neg
7,Roosevelt ML,OES ZH,Aff
8,Franklin PS,OES NC,Aff
9,Franklin DH,OES AZ,Neg
10,Parkrose HG,South Eugene GR,Neg
