,Aff,Neg,Win
0,Canyon Crest LC,Damien-St. Lucy's JC,Aff
1,Canyon Crest LY,Huntington Park BP,Neg
2,Quarry Lane KP,Liberal Arts and Science LR,Neg
3,Bravo CJ,ModernBrain QY,Neg
4,Damien-St. Lucy's GF,Independant D'Mello KD,Neg
5,VHTPA GN,Huntington Park DS,Neg
6,Quarry Lane PS,Downtown Magnets KL,Aff
7,Bravo HH,Canyon Crest ZZ,Aff
8,Quarry Lane AM,Damien-St. Lucy's PP,Aff
9,Elizabeth Learning Center EV,Canyon Crest CS,Neg
10,Elizabeth Learning Center CB,Quarry Lane HG,Neg
11,Quarry Lane AC,Liberal Arts and Science LM,Aff
12,Elizabeth Learning Center MT,Culver City NR,Aff
13,ModernBrain WJ,Damien-St. Lucy's RS,Aff
14,ModernBrain SL,Damien-St. Lucy's KN,Neg
15,Liberal Arts and Science CK,Rowland Hall HG,Neg
16,ModernBrain PP,VHTPA TT,Aff
