,Aff,Neg,Win
0,ModernBrain WJ,Canyon Crest LC,Neg
1,Damien-St. Lucy's PP,ModernBrain PP,Aff
2,Quarry Lane AM,Liberal Arts and Science LM,Aff
3,Damien-St. Lucy's GF,Elizabeth Learning Center CB,Neg
4,Bravo HH,Culver City NR,Aff
5,Elizabeth Learning Center MT,Canyon Crest ZZ,Aff
6,Quarry Lane HG,VHTPA TT,Aff
7,Damien-St. Lucy's KN,Huntington Park BP,Aff
8,Bravo CJ,Huntington Park DS,Neg
9,Elizabeth Learning Center EV,Quarry Lane PS,Neg
10,ModernBrain QY,Damien-St. Lucy's RS,Neg
11,Quarry Lane KP,Canyon Crest LY,Aff
12,ModernBrain SL,Rowland Hall HG,Neg
13,Liberal Arts and Science LR,Damien-St. Lucy's JC,Aff
14,Liberal Arts and Science CK,Quarry Lane AC,Neg
15,VHTPA GN,Independant D'Mello KD,Aff
16,Canyon Crest CS,Downtown Magnets KL,Neg
