,Aff,Neg,Win
0,Coppell TB,Sonoma BS,Aff
1,Notre Dame CP,Archbishop Mitty DN,Aff
2,Notre Dame NY,Damien-St. Lucy's CM,Neg
3,Archbishop Mitty SS,Damien-St. Lucy's PP,Neg
4,Peninsula BB,Liberal Arts and Science CK,Neg
5,Bellarmine  RH,Peninsula LL,Neg
6,Huntington DS,Peninsula DY,Neg
7,College Prep GS,Notre Dame DP,Neg
8,Peninsula KX,Sacred Heart Cathedral Prep FY,Aff
9,VHTPA TT,College Prep EN,Aff
10,Lowell CL,Bellarmine  CG,Neg
11,VHTPA GR,Lake Balboa NM,Aff
12,Peninsula TW,Quarry Lane PS,Neg
13,ModernBrain SY,Ghidotti Early CL,Neg
14,Peninsula PY,Quarry Lane AM,Neg
15,Quarry Lane HG,Elizabeth Learning Center CV,Aff
16,Lake Balboa BB,Stockdale GT,Neg
17,Peninsula FW,Culver City BL,Aff
18,ModernBrain WJ,San Marino PL,Neg
19,Liberal Arts and Science BF,Bellarmine  AQ,Neg
20,VHTPA MH,Northwood GC,Neg
21,Sacred Heart Cathedral Prep CB,Elizabeth Learning Center MT,Aff
22,Northwood SA,Lake Balboa DS,Aff
23,San Marino LC,Bellarmine  DD,Neg
24,College Prep JT,Peninsula LiLi,Neg
25,Notre Dame GM,Bellarmine  OL,Neg
26,Northwood ZY,Peninsula EW,Aff
27,Canyon Crest LY,College Prep AB,Neg
28,Peninsula JL,Damien-St. Lucy's KN,Neg
29,Westlake SB,Canyon Crest LC,Neg
30,Bravo BB,Albuquerque AE,Neg
31,Lake Balboa PL,Sonoma BM,Aff
32,Downtown Magnets LG,College Prep JG,Neg
33,College Prep BT,California Academy of Mathematics and Science GL,Neg
34,Archbishop Mitty MR,Lowell BS,Neg
35,Emery MT,Peninsula KK,Neg
36,West Campus (Sacramento) CM,Damien-St. Lucy's IG,Neg
37,New Designs-University Park CG,OES RL,Neg
38,Sacred Heart Cathedral Prep WL,Notre Dame BD,Neg
39,CK McClatchy DG,Notre Dame AM,Neg
40,Damien-St. Lucy's JM,Canyon Crest ZZ,Neg
41,Quarry Lane CK,VHTPA ON,Neg
42,Damien-St. Lucy's DL,Peninsula ZZ,Aff
43,Culver City NR,ModernBrain PP,Aff
44,Emery KW,Bravo RF,Neg
45,New Designs-University Park SS,Elizabeth Learning Center ES,Neg
