,Aff,Neg,Win
0,Woodward TJ,Montgomery Bell TB,Neg
1,Northview NL,St Mark's School of Texas JP,Neg
2,Quarry Lane AC,Clear Springs SG,Aff
3,Johns Creek VG,Quarry Lane AM,Neg
4,Alpharetta MM,Winston Churchill MP,Neg
5,Quarry Lane YY,Damien-St. Lucy's LW,Neg
6,Liberal Arts and Science LR,Northwood ZY,Aff
7,Westminster VZ,Quarry Lane KP,Aff
