,Aff,Neg,Win
0,New Trier MP,James Logan AA,Aff
1,Sacred Heart Cathedral Prep FY,Solon HC,Neg
2,ADL SW,Sidwell Independent VF,Neg
3,Denmark Independent BT,Westlake SB,Aff
4,Success Academy HSLA-MANHATTAN KY,Woodward CP,Neg
5,Montgomery Bell HM,Wylie E. Groves XC,Aff
6,Perry TD,Woodward JN,Neg
7,Avery Coonley JS,New Trier HJ,Neg
8,New Trier HW,Fox Chapel Independent RL,Aff
9,Taipei American YM,University OM,Neg
10,Central HS Springfield SS,Quarry Lane HG,Aff
11,Galloway DP,Avery Coonley FN,Aff
12,Success Academy HSLA-HARLEM CD,Westminster HY,Neg
13,Lowell CL,ADL CC,Aff
14,Montgomery Bell RF,New Trier SY,Neg
15,St Mark's School of Texas JP,James Logan GS,Aff
16,VHTPA MH,Sharks Independent YL,Neg
17,Pittsburgh Central Catholic HS,Sharks Independent SW,Aff
18,St Mark's School of Texas DP,ADL KW,Aff
19,Blue Valley West VS,Taipei American HW,Aff
20,Century WB,VHTPA GR,Neg
21,Hill Country  VL,ADL CW,Neg
22,VHTPA TN,Sacred Heart Cathedral Prep CB,Aff
23,Univ Of Chicago Lab LL,Success Academy HSLA-MANHATTAN TR,Aff
24,Westminster PL,Avery Coonley AT,Aff
25,Greenhill NS,Brophy SH,Neg
26,Princeton AF,Johns Creek VG,Neg
27,ADL YD,Quarry Lane KP,Neg
28,Emerald HM,ADL WC,Aff
29,Sacred Heart Cathedral Prep WX,Avery Coonley SS,Neg
30,ADL KC,Opus CC,Neg
31,Northview NL,New Trier PY,Aff
32,Sharks Independent OW,ASPEC KB,Neg
33,Branson WP,Avery Coonley TZ,Aff
