,Aff,Neg,Win
0,Bronx Science OZ,Calvert Hall SW,Neg
1,Wylie E. Groves XC,Mamaroneck MT,Neg
2,Mamaroneck MP,Newark Science AO,Neg
3,Northstar Academy HS - Newark AM,Peninsula KK,Neg
