,Aff,Neg,Win
0,Washington AZ,Northside  CX,Neg
1,Northside  LP,Millard North WG,Neg
2,Iowa City CR,Maine East GR,Neg
3,Iowa City Liberty HV,Farmington CN,Neg
4,Niles North GW,Minneapolis South SW,Neg
5,Niles North SP,Newton NK,Neg
6,Northside  AV,Niles West BE,Aff
7,Niles North MK,Glenbrook North CiRi,Aff
8,Niles North CS,Northside  GT,Neg
9,Niles North DH,Glenbrook North SY,Neg
10,Farmington KN,Glenbrook South KZ,Neg
11,La Crosse Central YL,Washington DB,Neg
12,Niles North KM,Northside  GO,Aff
13,Niles North CG,Iowa City CH,Aff
14,Glenbrook North CL,Glenbrook South FB,Aff
15,Niles West SS,Iowa City LL,Neg
16,Maine East SJ,Glenbrook South PC,Aff
17,Glenbrook North DK,Glenbrook South MM,Neg
18,Northside  AD,Whitney Young SP,Neg
19,Glenbrook North FP,Whitney Young BM,Neg
20,Whitney Young DM,La Crosse Central CT,Neg
21,Walter Payton BR,Glenbrook North CR,Neg
