,Aff,Neg,Win
0,L C Anderson SW,Coppell TB,Aff
1,Westwood GK,Jenks HG,Aff
2,Woodward PN,Jesuit LR,Neg
3,Ronald Reagan FP,Liberal Arts and Science LM,Neg
4,Lovejoy PW,Damien-St. Lucy's PP,Neg
5,Liberal Arts and Science BF,Greenhill BH,Aff
6,Winston Churchill MP,Coppell JS,Neg
7,Dallas Highland Park CB,Woodward CM,Aff
