,Aff,Neg,Win
0,Parkrose HG,Clear Springs SG,Neg
1,St George's CC,Interlake CS,Aff
2,Lowell BS,La Crosse Central TK,Aff
3,St Mark's School of Texas TK,Brooklyn Technical GS,Aff
4,Stuyvesant KS,St Mark's School of Texas PT,Neg
5,Stuyvesant BD,La Crosse Central YL,Aff
6,OES RL,Brooklyn Technical RC,Neg
7,Gunn KB,Ghidotti Early CL,Aff
8,East Valley NH,Interlake LY,Neg
9,Garfield BS,Branson WP,Neg
10,Garfield HS,St Mark's School of Texas RD,Neg
11,St Mark's School of Texas HD,Lowell CG,Aff
12,University HW,La Crosse Central LC,Neg
