,Aff,Neg,Win
0,Canyon Crest CL,Peninsula FL,Aff
1,Notre Dame DP,Rowland Hall GH,Neg
2,Brophy PP,Peninsula BB,Aff
3,Peninsula LiLi,Oak Ridge AH,Neg
4,Niles West VK,Notre Dame NP,Aff
5,Peninsula DY,Notre Dame AV,Aff
6,Notre Dame BC,Peninsula PY,Aff
